address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Osório Franco Vilhena;Vila Nova Curuçá;33;2;0;Apartamento;1000;1348;08030-590;Leste
Rua Antão Leme da Silva;Cidade Líder;42;2;0;Apartamento;3000;3296;08280-280;Leste
Rua Moacir Fagundes;Fazenda Aricanduva;52;2;1;Apartamento;1500;1958;08275-770;Leste
Rua Cachoeira da Ilha;Vila Carmosina;70;2;2;Apartamento;1800;2049;08270-110;Leste
Rua John Speers;Jardim Helian;40;2;0;Apartamento;3000;3266;08265-040;Leste
Avenida Odair Santanelli;Parque Cecap;65;3;1;Apartamento;1400;1721;07190-050;Grande SP
Rua Canto da Tarde;Conjunto Residencial José Bonifácio;55;2;1;Apartamento;1400;1634;08253-460;Leste
Rua Jácome Teles de Menezes;Jardim Penha;38;2;0;Apartamento;1100;1357;03759-030;Leste
Rua John Speers;Jardim Helian;40;2;0;Casa em condomínio;3000;3277;08265-040;Leste
Rua Manuel Alves Ferreira;Vila Ré;20;1;1;Studio e kitnet;800;831;03668-080;Leste
Rua Miguel Rachid;Vila Paranagua;52;2;0;Apartamento;1400;1534;03808-130;Leste
Rua Miguel Rachid;Vila Paranagua;35;1;0;Apartamento;950;1057;03808-130;Leste
Rua Guido Bonici;Jardim Belém;49;2;1;Apartamento;1500;1995;03813-190;Leste
Rua Cícero Dantas;Parque Cisper;100;3;0;Casa;2500;2606;03818-130;Leste
Rua Italina;Vila Carmosina;46;2;1;Apartamento;1700;2221;08290-705;Leste
Rua Manuel Alves Ferreira;Vila Ré;70;2;1;Casa;1400;1460;03668-080;Leste
Avenida Líder;Cidade Líder;56;2;1;Apartamento;1500;1954;03586-000;Leste
Rua Professor Leonídio Allegretti;Itaquera;48;2;2;Apartamento;1200;1447;08215-250;Leste
Rua Ministro Mário Carneiro;Vila Santa Teresa;80;1;1;Casa;1100;1147;03567-020;Leste
Rua Adolfo Lima Barros;Cidade Líder;60;1;0;Casa;1400;1533;08280-690;Leste
Rua Crato;Jardim Nordeste;42;2;0;Apartamento;1009;1346;03691-020;Leste
Rua Senador Georgino Avelino;Itaquera;48;2;1;Apartamento;2500;2896;08295-370;Leste
Rua Sabbado D’ângelo;Itaquera;40;2;0;Apartamento;4000;4354;08210-790;Leste
Rua Márcia Angélica Lopes;Parque Sao Francisco;67;3;1;Casa em condomínio;1050;1136;08526-040;Grande SP
Rua Miguel Rachid;Vila Paranagua;43;2;0;Apartamento;1250;1378;03808-130;Leste
Rua Miguel Rachid;Vila Paranagua;30;1;0;Apartamento;950;1047;03808-130;Leste
Rua Padre José Vieira de Matos;Conjunto Habitacional Padre Manoel da Nóbrega;52;2;1;Apartamento;1300;1590;03590-010;Leste
Rua Bacurau;Cidade Antônio Estêvão de Carvalho;24;1;0;Casa;900;968;08223-260;Leste
Avenida Pires do Rio;Jardim Norma;26;1;0;Casa;950;1040;08041-000;Leste
Avenida Pires do Rio;Jardim Norma;28;1;0;Casa;950;1040;08041-000;Leste
Rua Belila;Parque Guarani;25;1;0;Casa;880;929;08235-520;Leste
Rua Antares;Cidade Satelite Santa Barbara;53;2;1;Apartamento;1000;1393;08340-092;Leste
Rua Sabbado D’ângelo;Itaquera;40;1;0;Apartamento;4000;4354;08210-790;Leste
Rua Isidoro de Lara;Conjunto Residencial José Bonifácio;56;2;1;Apartamento;1450;1636;08253-250;Leste
Rua Sabbado D’ângelo;Itaquera;44;2;0;Apartamento;4000;4354;08210-790;Leste
Rua Barralhara;Cidade Antônio Estevão de Carvalho;40;1;1;Casa;1300;1502;08220-250;Leste
Rua Professor Francisco Pinheiro;Vila Princesa Isabel;90;3;2;Casa;1500;1613;08410-020;Leste
Rua Roma;Osvaldo Cruz;106;3;1;Apartamento;2500;3260;09571-220;Grande SP
Rua Carapebus;Vila Cosmopolita;42;2;1;Casa;1000;1042;08421-080;Leste
Rua Baltazar Brum;Vila Ré;50;1;0;Casa;965;1064;03667-000;Leste
Rua Firmino Morgado;Jardim Brasília (zona Leste);32;2;1;Apartamento;1480;1682;03583-000;Leste
Rua dos Ferreiras;Jardim Danfer;300;6;2;Casa;4000;4170;03729-120;Leste
Rua Evaldo Calabrez;Vila Princesa Isabel;50;2;0;Casa;800;874;08410-070;Leste
Rua Arraial de São Bartolomeu;Vila Carmosina;70;2;0;Casa;500;821;08290-190;Leste
Rua João Álvares Pires;Vila Jacuí;130;3;2;Casa;2200;2335;08060-290;Leste
Rua Benjamin Capusso;Vila Curuçá;62;2;1;Apartamento;1150;1444;08031-760;Leste
Avenida Baltazar Santana;Jardim Planalto;60;2;1;Apartamento;1200;1647;08040-420;Leste
Rua Engenheiro Ferreira;Vila Nhocune;81;2;2;Casa;2856;2977;03562-010;Leste
Rua Antão Leme da Silva;Cidade Líder;44;2;0;Apartamento;2300;2569;08280-280;Leste
Rua Loureiro;Jardim Santa Maria;80;2;1;Casa;1300;1355;03576-040;Leste
Rua Renato;Vila Ré;12;1;0;Studio e kitnet;950;987;03657-070;Leste
Rua José Guedes;Artur Alvim;24;1;0;Studio e kitnet;1350;1572;03567-130;Leste
Rua Castelo do Piauí;Itaquera;39;2;0;Apartamento;1200;1247;08295-510;Leste
Rua Demerval da Fonseca;Jardim Santa Terezinha (zona Leste);60;3;1;Apartamento;1200;1697;03572-400;Leste
Rua Manuel Ribas;Vila Campanela;25;1;0;Studio e kitnet;1000;1288;08220-430;Leste
Rua José Guedes;Artur Alvim;35;2;0;Studio e kitnet;1500;1733;03567-130;Leste
Rua José Guedes;Artur Alvim;33;2;0;Studio e kitnet;1500;1733;03567-130;Leste
Rua Maciel Monteiro;Vila Santa Teresa (zona Leste);48;2;0;Apartamento;1800;1953;03566-000;Leste
Rua Frei Fidélis Mota;Parque Cruzeiro do Sul;48;2;1;Apartamento;1300;1962;08070-130;Leste
Avenida Doutor Assis Ribeiro;Ermelino Matarazzo;48;2;0;Apartamento;1120;1594;03717-003;Leste
Rua Desembargador Carneiro Ribeiro;Parque Artur Alvim;120;2;1;Casa;2200;2293;03569-000;Leste
Avenida Imperador;São Miguel Paulista;180;2;0;Casa;2300;2398;03890-100;Leste
Rua Lagoa do Campelo;Itaquera;38;2;0;Apartamento;1200;1647;08295-230;Leste
Rua Lagoa do Campelo;Itaquera;37;2;0;Apartamento;1200;1647;08295-230;Leste
Rua Aldeia Paracanti;Vila Ré;31;1;0;Apartamento;1900;2394;03667-020;Leste
Avenida Arquiteto Vilanova Artigas;Conjunto Promorar Sapopemba;48;2;1;Apartamento;1100;1298;03928-240;Leste
Rua José da Costa de Andrade;Jardim Santa Terezinha (zona Leste);50;3;1;Apartamento;1200;1757;03572-340;Leste
Rua Florentino Rodrigues;Sítio da Figueira;395;4;0;Casa;6000;7055;03211-140;Leste
Avenida Nordestina;Cidade Nova São Miguel;35;2;0;Apartamento;1200;1512;08011-000;Leste
Rua Monte das Gameleiras;Vila Ré;195;3;2;Casa;4100;4231;03666-020;Leste
Rua Caucaia do Alto;Vila Albertina;487;4;3;Casa;6900;8335;02371-030;Norte
Rua José da Costa de Andrade;Cidade Líder;45;2;1;Apartamento;1400;1854;03572-340;Leste
Avenida Capitão Anselmo Barcelos;Vila Rio Branco;220;2;1;Casa;3000;3127;03874-000;Leste
Rua do Boqueirão;Saúde;400;3;4;Casa;9100;9668;04293-970;Sul
Rua Cerro de Mateus Simões;Parque Boturussu;315;5;6;Casa;4000;4655;03805-010;Leste
Rua São Serapião;Vila Ré;53;2;0;Apartamento;1250;1519;05212-160;Oeste
Rua Duarte de Carvalho;Tatuapé;190;3;2;Apartamento;6500;9151;03084-030;Leste
Rua Cembira;Vila Curuçá;150;2;6;Casa;2300;2398;08030-050;Leste
Rua Salvador Gianetti;Guaianazes;36;2;0;Apartamento;1300;1707;08410-000;Leste
Rua Mungubeira;Jardim Norma;40;1;0;Casa;1200;1251;08240-420;Leste
Rua Padre Jerônimo Machado;Conjunto Habitacional Padre Manoel da Nóbrega;48;2;1;Apartamento;1250;1718;03590-000;Leste
Rua Alayde de Souza Costa;Itaquera;71;2;2;Casa;2500;2606;08215-490;Leste
Travessa Cleto da Silva;Jardim Pedro José Nunes;40;1;0;Casa;550;642;08110-720;Leste
Avenida Ernesto Souza Cruz;Cidade Antônio Estêvão de Carvalho;65;1;0;Casa;1000;1042;08225-380;Leste
Avenida Itaquera;Itaquera;43;1;0;Apartamento;800;1256;03450-000;Leste
Avenida Ernesto Souza Cruz;Cidade Antônio Estevão de Carvalho;65;1;0;Casa;1200;1251;08225-380;Leste
Avenida Nordestina;Jardim Santo Antonio;39;2;0;Apartamento;1290;1599;08011-000;Leste
Rua Bento Ribeiro;Vila Regina;170;3;3;Casa;3774;3934;08225-210;Leste
Rua Frei Francisco;Jardim Helena;37;1;0;Apartamento;1300;1425;08420-200;Leste
Rua Doutor Emanuel Dias;Vila Santa Teresa;175;1;0;Casa em condomínio;1200;1351;03565-050;Leste
Rua Engenheiro Luís Antônio Rantin Moutinho;Jardim Popular;100;2;1;Casa;2150;2241;03672-010;Leste
Rua Capitão Alberto Mendes Júnior;Água Fria;170;4;2;Apartamento;6800;9571;02335-010;Norte
Avenida Águia de Haia;Parque Paineiras;47;2;1;Apartamento;1500;2120;03694-000;Leste
Rua Agrimensor Sugaya;Colônia (zona Leste);42;2;0;Apartamento;1300;1500;08260-030;Leste
Avenida Paes de Barros;Mooca;140;4;1;Apartamento;3800;5669;03114-000;Leste
Rua Pacajás;Vila Cosmopolita;25;1;0;Apartamento;770;819;08421-110;Leste
Rua Tabuaças;Jardim Marília;80;1;0;Casa;1150;1247;03579-090;Leste
Avenida José Muniz Ribeiro;Vila Paranaguá;260;3;4;Casa;5000;5587;03807-010;Leste
Rua Professor Vasconcelos Sarmento;Vila Ré;46;1;1;Apartamento;1950;2165;03662-040;Leste
Rua dos Ituanos;Ipiranga;340;5;3;Casa;7500;8582;04203-030;Sul
Rua Machado Dutra;Jardim Vila Carrao;45;1;0;Casa;1000;1042;08340-280;Leste
Rua Agudos Grandes;Vila Gustavo;200;4;6;Casa;5000;5406;02250-030;Norte
Rua Serra de São Domingos;Vila Carmosina;90;2;1;Casa em condomínio;2100;2590;08290-370;Leste
Rua Paratiba;Jardim Nordeste;64;2;1;Apartamento;1850;1921;03688-010;Leste
Rua Aldeia da Formiga;Vila Carmosina;27;1;0;Casa;757;789;08295-130;Leste
Rua Fraiburgo;Cidade Líder;55;1;0;Casa;999;1041;08280-500;Leste
Rua Demerval da Fonseca;Jardim Santa Terezinha (zona Leste);47;2;1;Apartamento;1400;2054;03572-400;Leste
Rua Jupará;Cidade Antônio Estevão de Carvalho;30;1;0;Apartamento;1100;1302;08220-220;Leste
Rua Açafrão;Ermelino Matarazzo;21;1;0;Casa;700;760;03813-270;Leste
Rua Doutor Mario Rodrigues Louzã;Jardim Sao Jose (sao Mateus);50;1;1;Casa;950;990;03931-010;Leste
Rua Jabiru;Vila Nova Curuçá;18;1;0;Casa;600;625;08431-430;Leste
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;32;1;0;Apartamento;990;1133;03694-120;Leste
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;33;1;0;Apartamento;990;1133;03694-120;Leste
Rua Cajuru;Belenzinho;155;4;3;Apartamento;9800;11280;03054-050;Leste
Rua Canuto Abreu;Vila Regente Feijó;280;4;4;Apartamento;6000;9677;03336-060;Leste
Rua Cerro de Mateus Simões;Parque Boturussu;48;2;0;Apartamento;1300;1570;03805-010;Leste
Rua Conceição do Castelo;Burgo Paulista;50;1;0;Casa;600;633;03681-020;Leste
Rua das Gloxíneas;Cidade Nova São Miguel;100;3;0;Casa;1300;1355;08042-350;Leste
Rua Conceição do Castelo;Burgo Paulista;70;3;0;Casa;1600;1676;03681-020;Leste
Avenida Monteiro Lobato;Vila Miriam;54;2;1;Apartamento;3100;3634;07011-003;Grande SP
Rua Américo Lopes;Vila Carmosina;80;1;0;Casa;1000;1017;08290-480;Leste
Rua Jardim Tamoio;Conjunto Residencial José Bonifácio;80;3;0;Casa;1200;1267;08255-010;Leste
Rua Murmúrios da Tarde;Conjunto Residencial José Bonifácio;44;2;1;Apartamento;1100;1327;08253-580;Leste
Estrada Itaquera Guaianazes;Itaquera;48;2;1;Apartamento;1200;1697;08210-660;Leste
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;41;2;0;Apartamento;1410;1624;03694-120;Leste
Rua Hélvio de Oliveira Albuquerque - Vila Sao Francisco, São Paulo - Sp, Brasil;Vila São Francisco (zona Leste);260;3;3;Casa;4816;5129;03679-010;Leste
Rua Miguel Arcanjo de Oliveira;Parque Paineiras;39;2;0;Apartamento;1360;1573;03694-120;Leste
Rua Piraumbu;Jardim Sao Gabriel;68;1;0;Casa;1200;1251;03939-080;Leste
Rua Arno Nadel;Conjunto Residencial José Bonifácio;40;1;0;Casa;800;834;08255-160;Leste
Rua Padre Estevão de Oliveira;Conjunto Habitacional Padre Manoel da Nobrega;49;2;1;Apartamento;1600;1662;03590-090;Leste
Avenida Nordestina;Vila Nova Curuçá;45;2;1;Apartamento;1300;1645;08011-000;Leste
Rua Professor Vasconcelos Sarmento;Vila Ré;39;2;1;Apartamento;1600;1802;03662-040;Leste
Rua Professor Vasconcelos Sarmento;Vila Ré;36;2;0;Apartamento;1450;1666;03662-040;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;220;3;4;Casa;2200;2326;08220-640;Leste
Rua Benedito Otoni;Penha de França;70;2;2;Casa em condomínio;2200;2535;03667-010;Leste
Rua Pau-d Arco-roxo;Jardim Pedro José Nunes;38;1;0;Casa;1100;1147;08061-030;Leste
Rua Pau-d'arco-roxo;Jardim Pedro José Nunes;41;1;1;Casa;1200;1251;08061-030;Leste
Avenida Engenho Novo;Jardim Tietê;30;1;0;Apartamento;800;831;03943-020;Leste
Rua Isabel;Vila Palmares;391;4;6;Casa;3800;4067;09090-600;Grande SP
Rua Agrimensor Sugaya;Colônia (zona Leste);43;2;0;Apartamento;1300;1500;08260-030;Leste
Rua Morubixaba;Cidade Líder;49;3;0;Apartamento;1200;1527;08280-630;Leste
Rua Doutor Clementino;Belenzinho;134;3;2;Apartamento;9600;11200;03059-030;Leste
Rua Agrimensor Sugaya;Colônia (zona Leste);39;2;1;Apartamento;1150;1494;08260-030;Leste
Rua das Caneleiras;Jardim;153;4;2;Apartamento;4800;7069;09090-050;Grande SP
Rua Parque da Fonte;Barro Branco (zona Norte);438;4;6;Casa;11000;13550;02345-090;Norte
Rua Agente Gomes;Jardim São Paulo;216;3;3;Apartamento;8000;11940;02040-090;Norte
Rua da Padroeira;Jardim Nordeste;270;4;3;Casa;6500;6880;03691-130;Leste
Rua Surucuás;Cidade Antônio Estêvão de Carvalho;42;2;1;Apartamento;2000;2077;08220-000;Leste
Rua Pirizal;Vila Carmosina;60;2;0;Casa;1300;1371;08270-180;Leste
Rua Pirizal;Vila Carmosina;80;2;1;Casa;1800;1896;08270-180;Leste
Rua Jequitirana;Cidade Antônio Estevão de Carvalho;150;3;2;Casa;2800;2919;08223-290;Leste
Rua Pirizal;Vila Carmosina;80;2;0;Casa;1700;1793;08270-180;Leste
Rua B. B. Varela;Jardim Lideranca;238;3;3;Casa;3000;3191;08240-173;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;30;2;0;Studio e kitnet;1100;1352;08220-640;Leste
Rua Henrique Rodrigues Peres;Jardim Brasília (zona Leste);47;2;1;Apartamento;1750;2373;03582-020;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;35;2;0;Studio e kitnet;1200;1457;08220-640;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;25;2;0;Studio e kitnet;1100;1352;08220-640;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;40;2;0;Studio e kitnet;1300;1560;08220-640;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;40;1;0;Studio e kitnet;1200;1457;08220-640;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;25;1;0;Studio e kitnet;1000;1248;08220-640;Leste
Rua Luiz Antônio Gonçalves;Vila Campanela;30;1;0;Studio e kitnet;1000;1248;08220-640;Leste
Estrada Itaquera Guaianazes;Itaquera;56;2;1;Apartamento;3000;3419;08210-660;Leste
Avenida Estados Unidos;Parque das Nações;125;3;2;Apartamento;3000;4462;09280-010;Grande SP
Rua Curiangos;Cidade Antônio Estevão de Carvalho;75;1;1;Casa;1800;1830;08220-260;Leste
Rua Tubuna;Cidade Antônio Estevão de Carvalho;45;1;0;Casa;1000;1045;08223-140;Leste
Rua Oliveira Alves;Ipiranga;125;3;2;Apartamento;7000;8070;04210-060;Sul
Rua André de Almeida;Cidade São Mateus;56;2;1;Apartamento;1050;1418;03950-010;Leste
Rua Piedade de Ponte Nova;Vila Jacuí;75;2;0;Casa;1600;1718;08060-360;Leste
Rua Folha de Hera;Parque Guarani;200;4;2;Casa;3500;3613;08235-660;Leste
Rua Jucuruçu;Parada Xv de Novembro;47;2;1;Apartamento;1150;1414;08246-030;Leste
Rua Uacari;Cidade Antônio Estêvão de Carvalho;60;2;0;Casa;1200;1251;08225-360;Leste
Rua Jucupema;Parada Xv de Novembro;80;2;0;Apartamento;1442;1540;08246-060;Leste
Rua Américo Sugai;Vila Jacuí;25;1;0;Casa;800;894;08060-380;Leste
Rua Belila;Parque Guarani;24;1;0;Studio e kitnet;780;819;08235-520;Leste
Rua Hermes de Moura Borges;Artur Alvim;31;1;0;Apartamento;1350;1554;03567-120;Leste
Rua São Luís;Vila Cosmopolita;42;1;0;Apartamento;700;792;08421-030;Leste
Rua Rosa Mendes;Jardim Penha;50;2;0;Apartamento;1300;1550;03757-090;Leste
Rua Tijuco Preto;Tatuapé;220;4;2;Casa;10000;10990;03316-000;Leste
Rua Percílio Neto;Vila Gumercindo;111;3;2;Apartamento;15000;16290;04131-080;Sul
Rua Domingos do Sacramento;Vila Carolina;80;1;1;Casa;999;1082;08040-130;Leste
Rua Gabus Mendes;República;96;2;0;Apartamento;2600;3489;01043-010;Central
Rua Artur Sabóia;Paraíso;230;3;2;Casa;5500;6062;04104-060;Sul
Rua Gaspar Lourenço;Vila Mariana;49;2;1;Apartamento;2600;3585;04107-001;Sul
Rua Leopoldo Couto de Magalhães Júnior;Itaim Bibi;42;1;1;Apartamento;3500;4591;04506-000;Sul
Rua Pedro Doll;Santana;250;4;4;Apartamento;4200;6062;02404-000;Norte
Rua Pelegrino;Jardim do Colégio (zona Norte);540;5;6;Casa;10000;10960;02431-140;Norte
Rua Voluntários da Pátria;Santana;254;4;4;Apartamento;10000;15490;02010-000;Norte
Rua Voluntários da Pátria;Santana;110;3;1;Apartamento;2800;4075;02010-000;Norte
Rua Ingá;Parque Mandaqui;435;4;6;Casa;10000;12060;02420-100;Norte
Rua do Aclamado;Jardim Sao Bento;350;3;4;Casa;8000;9810;02524-000;Norte
Rua Professor Dorival Dias Minhoto;Lauzane Paulista;142;3;2;Apartamento;6220;8055;02430-001;Norte
Rua Carlos Escobar;Santana;12;1;0;Studio e kitnet;900;935;02013-050;Norte
Rua Jorge Valim;Vila Ester (zona Norte);250;3;6;Casa;12000;12840;02536-000;Norte
Travessa Luís Gonçalves;Santa Teresinha;250;3;3;Casa;6000;6255;02462-100;Norte
Rua Francisca Júlia;Santana;182;2;4;Apartamento;8500;12020;02403-010;Norte
Rua General Nestor Passos;Jardim Paraíso;300;3;3;Casa;11630;12410;02417-140;Norte
Rua Mariquinha Viana;Vila Aurora (Zona Norte);157;3;3;Casa;3200;3450;02408-130;Norte
Rua Professor Castro Pereira;Vila Baruel;293;3;3;Casa;6300;7127;02523-010;Norte
Rua Marechal Hermes da Fonseca;Santana;110;4;2;Apartamento;7500;9663;02020-000;Norte
Rua Maria Cândida;Vila Guilherme;180;4;1;Casa;6000;6292;02068-040;Norte
Rua Padre Francisco João de Azevedo;Lauzane Paulista;140;3;2;Apartamento;4500;5654;02469-050;Norte
Rua Barra Mansa;Jardim Franca;540;5;5;Casa;6890;8182;02337-040;Norte
Rua Copacabana;Chora Menino;160;4;2;Apartamento;4500;6143;02461-000;Norte
Rua Salete;Santana;130;3;3;Apartamento;6100;7969;02286-001;Norte
Avenida Nova Cantareira;Jardim Leonor Mendes de Barros;125;3;2;Casa;3860;4038;02359-000;Norte
Rua Voluntários da Pátria;Santana;220;3;1;Apartamento;6502;9468;02010-000;Norte
Rua Maria do Carmo Sene;Vila Pauliceia;70;2;1;Apartamento;1500;2681;02301-110;Norte
Rua Franklin do Amaral;Vila Nova Cachoeirinha;78;3;3;Apartamento;2350;3900;02479-000;Norte
Rua Engenheiro Jean Buff;Jardim Paraíso;161;3;2;Casa;3900;4265;02417-180;Norte
Rua Voluntários da Pátria;Santana;110;3;2;Apartamento;6500;7951;02010-000;Norte
Avenida Braz Leme;Santana;115;2;2;Apartamento;5500;7084;02017-000;Norte
Rua Nunes Garcia;Santana;199;3;2;Apartamento;2950;5459;02402-010;Norte
Rua Ana Benvinda de Andrade;Santana;70;2;1;Apartamento;1700;2914;02403-030;Norte
Rua Pedro Doll;Santana;200;3;1;Apartamento;4300;8149;02404-000;Norte
Rua Doutor César;Santana;76;2;1;Apartamento;2800;4120;02013-000;Norte
Rua General Bagueira;Santana;64;2;1;Apartamento;2200;2684;02021-010;Norte
Rua Capitão Alberto Mendes Júnior;Água Fria;200;4;4;Apartamento;6000;10240;02335-010;Norte
Rua José Frutuoso Dias;Vila Bandeirantes;220;3;4;Casa;4590;5109;02552-070;Norte
Avenida Lasar Segall;Vila Celeste;80;2;0;Apartamento;4000;4954;02543-010;Norte
Avenida Professora Virgília Rodrigues Alves de Carvalho Pinto;Jardim Leonor Mendes de Barros;170;3;2;Casa em condomínio;2800;3701;02346-030;Norte
Rua Buquira;Vila Baruel;240;4;6;Casa;5000;5212;02522-010;Norte
Rua Guarapuã;Jardim Franca;550;4;5;Casa;6000;7397;02337-030;Norte
Rua Doutor Zuquim;Santana;125;2;0;Apartamento;2000;2247;02035-020;Norte
Rua Agop Kerimian;Vila Celeste;250;2;2;Casa;2180;2277;02543-011;Norte
Rua Caitezal;Água Fria;240;5;5;Casa;12000;13160;02334-130;Norte
Rua Isabel Maria Garcia Parra;Lauzane Paulista;200;3;2;Casa;3100;3232;02442-210;Norte
Rua Benta Pereira;Santa Teresinha;200;4;4;Casa;8000;8831;02451-000;Norte
Rua Franklin do Amaral;Vila Roque;186;2;4;Casa;3650;3880;02479-000;Norte
Rua Fúlvio Morganti;Jardim Paraíso;170;2;2;Casa;3900;4245;02417-170;Norte
Rua Solimões;Barra Funda;150;3;0;Apartamento;2500;2730;01138-020;Central
Rua Sebastiana Vieira;Parque Mandaqui;250;3;3;Casa;4500;4925;02420-020;Norte
Rua Pontins;Santana;178;3;4;Apartamento;7800;10920;02404-010;Norte
Rua Lair;Tremembé;384;3;0;Casa;10000;11550;02371-040;Norte
Rua Solimões;Barra Funda;300;3;0;Casa;2550;2859;01138-020;Central
Rua Domingos Fasolari;Casa Verde;70;2;1;Apartamento;3050;3893;02513-010;Norte
Rua Conselheiro Moreira de Barros;Santana;160;4;2;Apartamento;4600;7203;02018-010;Norte
Rua Paulo de Avelar;Vila Dom Pedro Ii;110;3;1;Casa;3000;3127;02243-010;Norte
Rua José Doll de Moraes;Santana;78;1;2;Apartamento;4250;5443;02404-070;Norte
Rua Heliodora;Santana;75;2;1;Apartamento;2700;4427;02022-050;Norte
Avenida Santa Inês;Parque Mandaqui;101;3;2;Apartamento;3500;5295;02415-000;Norte
Rua João de Laet;Vila Aurora (zona Norte);119;2;2;Apartamento;2500;3417;02410-010;Norte
Rua Franco Paulista;Água Fria;97;2;1;Apartamento;3250;4212;02332-030;Norte
Rua Dom Carlos Gouveia;Vila Continental;110;4;4;Casa;4500;4691;02616-110;Norte
Avenida Braz Leme;Santana;199;2;2;Apartamento;6000;7447;02017-000;Norte
Rua Conselheiro Moreira de Barros;Santana;140;3;2;Apartamento;6500;8399;02018-010;Norte
Rua São Lourenço do Sul;Jardim Peri;140;5;2;Casa;4500;4575;02633-060;Norte
Rua Gilberto Sampaio;Jardim São Paulo(zona Norte);96;2;1;Apartamento;1700;2948;02043-020;Norte
Rua Ventura Carneiro;Vila Celeste;43;2;1;Apartamento;1126;2028;02543-080;Norte
Rua Ana de Barros;Jardim Santa Inês;68;2;1;Apartamento;1800;2655;02423-020;Norte
Rua Paulo de Avelar;Vila Dom Pedro Ii;232;3;4;Casa;6000;6664;02243-010;Norte
Rua Antônio Dias da Silva;Vila Amalia (zona Norte);100;3;1;Casa;3500;3697;02618-110;Norte
Rua dos Patis;Vila Nova Cachoeirinha;257;3;2;Casa;8500;8969;02613-000;Norte
Avenida João Pessoa;Lauzane Paulista;74;2;1;Apartamento;1500;2258;02440-050;Norte
Rua Doutor Zuquim;Santana;92;2;0;Apartamento;1800;2219;02035-020;Norte
Rua Doutor Guilherme Cristoffel;Santana;74;2;1;Apartamento;2200;3720;02406-010;Norte
Rua Vilarinho;Vila Albertina;200;4;3;Casa;3000;3294;02376-040;Norte
Rua Copacabana;Santa Teresinha;165;3;2;Apartamento;3100;5780;02461-000;Norte
Avenida Leôncio de Magalhães;Jardim São Paulo;74;2;1;Apartamento;2680;3509;02042-000;Norte
Avenida do Guacá;Lauzane Paulista;114;3;2;Apartamento;3250;4789;02435-001;Norte
Rua Campo Comprido;Vila Romero;62;2;2;Apartamento;1940;3188;02469-120;Norte
Rua Garção Tinoco;Santana;96;3;2;Apartamento;3000;4499;02402-020;Norte
Rua Conselheiro Moreira de Barros;Lauzane Paulista;267;2;1;Casa;2000;2233;02430-001;Norte
Rua Ângelo Ricchiutti;Jardim Paraíso;200;4;2;Casa;6000;6396;02415-000;Norte
Rua Cambaquara;Jardim São Paulo;235;4;3;Casa;11000;11880;02040-030;Norte
Rua Almirante José Saldanha da Gama;Parque Mandaqui;200;3;3;Apartamento;10500;12730;02415-090;Norte
Rua Alfredo Pujol;Santana;67;2;1;Apartamento;4657;5999;02017-000;Norte
