address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Avenida Mauro Marques da Silva;Vila Antônio;250;4;3;Casa;3800;4345;05376-030;Oeste
Rua Iracema Senna Cerqueira dos Santos;Cidade Intercap;170;3;1;Casa;2600;2710;06757-270;Grande SP
Rua Professor Luis Eulálio de Bueno Vidigal;Centro;32;1;1;Apartamento;2400;2775;06093-080;Grande SP
Rua André Thomas;Vila Campesina;331;3;6;Casa;5500;6225;06023-130;Grande SP
Rua João Guimarães Rosa;Bandeiras;80;2;1;Casa;1300;1430;06160-040;Grande SP
Avenida Praia Grande;City Bussocaba;560;6;6;Casa;5500;6483;06040-440;Grande SP
Rua José Pereira de Carvalho;Vila Lageado;250;4;2;Casa;7500;8045;05337-090;Oeste
Rua Julio Nunes de Rêgo;Jardim Roberto;170;3;3;Casa;2200;2448;06170-230;Grande SP
Rua Eusébio de Paula Marcondes;Jardim D’abril;70;3;1;Apartamento;1400;1948;05398-020;Oeste
Rua Achiles Belline;Padroeira;57;2;1;Apartamento;2200;2284;06162-280;Grande SP
Rua Capistrano de Abreu;Jaguaribe;52;2;1;Apartamento;1900;2619;06065-120;Grande SP
Rua Antônio Russo;Jardim Roberto;85;2;0;Casa;1100;1147;06170-000;Grande SP
Rua Achiles Beline;Padroeira;53;2;1;Apartamento;1462;2087;06162-280;Grande SP
Avenida São Paulo Paraná;Butantã;77;3;1;Apartamento;2700;3448;05574-001;Oeste
Rua Sabiá;Ayrosa;100;1;0;Casa;1100;1217;06293-040;Grande SP
Rua Álvaro Alvin;Cipava;249;4;4;Casa;7300;7897;06080-200;Grande SP
Estrada das Violetas;Santa Maria;44;2;1;Apartamento;950;1383;06150-530;Grande SP
Rua Jorge Rizzo;Pinheiros;102;4;2;Apartamento;5000;7030;05424-060;Oeste
Rua Vicente Alves da Silva;Jardim Roberto;50;2;1;Apartamento;2200;3022;06170-445;Grande SP
Rua Padre Paulo Canelles;Vila Adalgisa;149;3;4;Casa;4000;4170;05386-070;Oeste
Rua Heitor Penteado;Sumarezinho;105;3;1;Apartamento;5000;6691;05438-000;Oeste
Rua Antônio Peres Paniágua;São Pedro;46;2;1;Apartamento;1000;1402;06186-100;Grande SP
Rua Giusepe Ferrari;Umuarama;250;4;3;Casa;6000;6530;06036-040;Grande SP
Avenida Cásper Líbero;Vila Osasco;83;3;2;Apartamento;2150;2988;06080-070;Grande SP
Rua Doutor Teodoro Quartim Barbosa;Cidade São Francisco;168;3;2;Apartamento;4000;6445;05352-050;Oeste
Avenida Júlio de Mesquita;Bela Vista;65;1;1;Casa;1800;2010;06070-150;Grande SP
Avenida Júlio de Mesquita;Bela Vista;65;2;0;Casa;1800;2010;06070-150;Grande SP
Avenida Franz Voegeli;Continental;40;1;1;Apartamento;2300;3039;06020-190;Grande SP
Avenida Hilário Pereira de Souza;Centro;70;2;1;Apartamento;2950;3686;06020-012;Grande SP
Avenida José Barbosa de Siqueira;Padroeira;50;2;1;Apartamento;1700;2241;06172-006;Grande SP
Rua Kabul;Parque da Lapa;160;4;1;Casa;5679;6022;05301-020;Oeste
Rua Berlioz;Alto de Pinheiros;400;5;6;Casa;15000;18050;05467-000;Oeste
Rua Tília;Jardim das Flores;49;1;0;Casa;930;974;06120-080;Grande SP
Rua Olídio Rocato;Bonfim;176;4;2;Casa;2700;2974;06216-010;Grande SP
Avenida Manoel de Nóbrega;Adalgisa;399;4;5;Casa;8500;8926;06030-260;Grande SP
Rua Doutor Washington Pedro Lanzzelotti;Novo Osasco;59;1;0;Casa;1200;1251;06140-010;Grande SP
Rua Doutor Washington Pedro Lanzzelotti;Novo Osasco;60;1;0;Casa;1200;1251;06140-010;Grande SP
Rua Doutor Washington Pedro Lanzzelotti;Novo Osasco;60;2;0;Casa;1300;1355;06140-010;Grande SP
Rua Júlio Silva;Centro;77;3;2;Apartamento;2800;3700;06093-070;Grande SP
Rua Jesuíno Antônio;Novo Osasco;55;2;1;Apartamento;1800;2399;06045-080;Grande SP
Rua Joana Pereira Dias;Padroeira;40;1;0;Casa;650;777;06162-140;Grande SP
Rua Senador César Lacerda Vergueiro;Sumarezinho;149;3;2;Apartamento;13000;16080;05435-010;Oeste
Rua São Paulo Antigo;Real Parque;120;3;3;Apartamento;9000;11940;05684-010;Oeste
Rua Vitória Régia;Jardim das Flores;218;3;4;Casa;2920;3307;13401-535;Central
Rua Hungara;Vila Ipojuca;134;3;2;Apartamento;5500;7692;05055-010;Oeste
Estrada da Bela Vista;Santa Maria;48;2;1;Apartamento;1850;2620;06150-360;Grande SP
Avenida José Lopes Lázaro;Presidente Altino;60;2;1;Casa;3000;3935;06210-030;Grande SP
Avenida José Barbosa de Siqueira;Padroeira;77;1;1;Casa;670;792;06172-006;Grande SP
Avenida Flora;Jaguaribe;65;2;2;Apartamento;2000;3002;06053-040;Grande SP
Avenida Flora;Bussocaba;62;2;1;Apartamento;1300;2120;06053-040;Grande SP
Rua Tonelero;Vila Ipojuca;250;3;4;Casa;4500;5083;05051-001;Oeste
Avenida Diógenes Ribeiro de Lima;Alto de Pinheiros;95;3;2;Apartamento;5000;6811;05458-000;Oeste
Rua Sumagre;Jardim Cidade Pirituba;379;5;4;Casa;9000;9937;02939-060;Norte
Rua Cláudio Aparecido Oliveira;Jardim Roberto;84;2;1;Apartamento;2550;3337;06124-130;Grande SP
Rua Zuma de Sá Fernandes;Presidente Altino;62;2;1;Apartamento;2400;3109;06213-040;Grande SP
Rua Eusébio de Paula Marcondes;Jardim D’abril;60;3;1;Apartamento;1460;1961;05398-020;Oeste
Rua Joaquim Lapas Veiga;Jardim D’abril;39;1;1;Apartamento;1300;2114;05550-010;Oeste
Rua Salvador Nunes;Ayrosa;180;3;0;Casa;1800;2032;06293-050;Grande SP
Alameda Sombreiro;Adalgisa;109;3;2;Apartamento;7000;8620;06030-000;Grande SP
Avenida João Paulo Ii;São Pedro;39;2;1;Apartamento;1100;1602;06810-005;Grande SP
Rua Uruguai;Jardim D’abril;70;1;1;Casa;2500;2751;06033-290;Grande SP
Rua Carlos Weber;Vila Leopoldina;75;3;1;Apartamento;3400;5065;05303-000;Oeste
Rua Carlos Weber;Vila Leopoldina;230;4;6;Apartamento;15000;18510;05303-000;Oeste
Rua Gilberto José Domingues;Bussocaba;46;2;1;Apartamento;1240;1990;06056-190;Grande SP
Rua Marselha;Jaguaré;79;3;1;Apartamento;2200;2984;05332-000;Oeste
Avenida Hilário Pereira de Souza;Centro;68;2;1;Apartamento;3200;4028;06020-012;Grande SP
Via Transversal Sul;Novo Osasco;48;2;1;Casa em condomínio;2600;3350;06045-420;Grande SP
Rua Lázaro Suave;City Bussocaba;73;3;2;Apartamento;2300;3124;06040-470;Grande SP
Rua Ciro dos Anjos;Vila Osasco;345;4;4;Casa;5160;5393;06080-080;Grande SP
Rua Vitório Tafarello;Km 18;70;2;1;Apartamento;3000;3859;06190-160;Grande SP
Rua Haroldo Pacheco E Silva;Vila Ipojuca;60;2;1;Apartamento;2100;3381;05055-030;Oeste
Rua Luís Filgueira Souto;Parque Sao Domingos;166;3;4;Casa;6000;6505;05122-080;Oeste
Rua das Jabuticabeiras;Cidade Jardim;420;4;2;Casa;13000;20380;05674-010;Oeste
Rua Obadia;Novo Osasco;200;2;1;Casa;1500;1730;06142-065;Grande SP
Rua Deodate Pereira Rezende;Jaguaribe;65;2;1;Apartamento;1800;2477;06050-190;Grande SP
Avenida Cásper Líbero;Vila Osasco;198;3;3;Casa;3850;4368;06080-070;Grande SP
Avenida Horácio Lafer;Jardim das Flores;158;2;2;Casa;2300;2608;06112-010;Grande SP
Rua Almiro Bernardo;Parque Sao Domingos;278;3;4;Casa;6300;6851;05121-080;Oeste
Rua Nanuque;Vila Leopoldina;127;3;2;Apartamento;7850;10060;05302-020;Oeste
Rua Mergenthaler;Vila Leopoldina;142;3;2;Apartamento;10000;11750;05311-030;Oeste
Rua Pernambucana;Conceição;50;2;1;Apartamento;2800;2987;06140-040;Grande SP
Rua São Marcos;Veloso;50;2;0;Casa;1100;1147;06144-230;Grande SP
Rua Marselha;Jaguaré;97;3;1;Apartamento;1800;2669;05332-000;Oeste
Rua Dona Primitiva Vianco;Centro;84;2;0;Apartamento;1552;1942;06016-000;Grande SP
Rua Joaquim Lapas Veiga;Jardim D’abril;56;2;1;Apartamento;1050;1601;05550-010;Oeste
Rua Arão Adler;Parque Continental;150;4;2;Casa;4050;4510;05328-010;Oeste
Rua Nossa Senhora Conceição Aparecida;Quitaúna;77;2;1;Apartamento;2400;3188;06182-030;Grande SP
Passagem João Batista de Araújo;Bonfim;102;2;2;Casa;3100;3389;06216-130;Grande SP
Avenida Santo Antônio;Vila Osasco;164;4;4;Apartamento;4000;6043;06086-065;Grande SP
Rua Patrick Dimitruk;Helena Maria;45;1;0;Casa;1350;1532;06260-140;Grande SP
Rua Henning Boilesen;Vila Lageado;250;3;4;Casa;3950;4285;05338-050;Oeste
Rua Mário Regallo Pereira;Jardim Gilda Maria;40;2;0;Apartamento;1200;1346;05550-060;Oeste
Rua Marechal Luís Alves de Lima E Silva;Quitaúna;30;1;0;Casa;830;866;06182-150;Grande SP
Rua Sebastião de Melo Dias;Jaguaribe;68;2;0;Apartamento;1450;1694;06050-170;Grande SP
Rua Saturno;Santo Antônio;125;3;0;Casa;1500;1813;06132-280;Grande SP
R Santa Amélia;City Bussocaba;42;2;1;Apartamento;1350;1682;05550-095;Oeste
Rua Nossa Senhora Conceição Aparecida;Quitaúna;90;2;1;Apartamento;1300;2131;06182-030;Grande SP
Via Transversal Sul;Novo Osasco;46;2;1;Apartamento;1450;2193;06045-420;Grande SP
Rua São Paulo Antigo;Real Parque;185;3;3;Apartamento;5000;9403;05684-010;Oeste
Rua Sapetuba;Butantã;79;3;1;Apartamento;6000;7285;05512-000;Oeste
Rua João Crudo;Centro;78;2;0;Apartamento;2000;3058;06090-000;Grande SP
Travessa Doutor José Corrêa de Meira;Rio Pequeno;133;3;3;Casa;4000;4215;05363-230;Oeste
Rua Paulo Lício Rizzo;Vila Osasco;170;3;2;Apartamento;4320;5822;06018-010;Grande SP
Avenida José Júlio;Jaguaribe;62;2;1;Apartamento;1500;1973;06050-300;Grande SP
R Kenkiti Shimomoto;City Bussocaba;38;2;0;Casa;1316;1572;05583-000;Oeste
Praça Padroeira do Brasil;Centro;129;2;1;Casa;3500;3648;06010-090;Grande SP
Rua Giovani Recordati;Parque São Domingos;81;3;2;Apartamento;3100;4535;05125-010;Oeste
Rua Girassol;Jardim das Flores;55;1;0;Casa;1800;1942;06112-150;Grande SP
Rua André Thomas;Vila Campesina;250;3;4;Casa;4100;4572;06023-130;Grande SP
Rua Sales Júnior;Lapa;225;4;3;Apartamento;10000;14950;05083-070;Oeste
dos Pinheiros;Pinheiros;35;1;1;Apartamento;5000;5616;01426-001;Central
Rua Alvorada do Norte;Vila Mangalot;60;2;1;Apartamento;2600;3438;05131-030;Oeste
Rua Almério de Albuquerque Melo;Jardim Santo Elias;167;3;4;Casa;2532;2843;05136-280;Oeste
Avenida Franz Voegeli;Continental;41;1;1;Apartamento;2200;2844;06020-190;Grande SP
Rua Guaianaz da Fonseca;Vila Madalena;170;2;2;Casa em condomínio;6500;7343;05451-050;Oeste
Avenida Padre Vicente Melillo;Umuarama;60;2;1;Apartamento;1900;2787;06036-000;Grande SP
Rua Zuma de Sá Fernandes;Presidente Altino;68;2;1;Apartamento;3800;4677;06213-040;Grande SP
Avenida Bussocaba;Umuarama;41;1;1;Apartamento;2100;2627;06030-010;Grande SP
Avenida João Paulo Ii;São Pedro;42;2;1;Apartamento;1600;2157;06810-005;Grande SP
Avenida Professor Francisco Morato;Butantã;78;3;1;Apartamento;6600;7584;05512-000;Oeste
Rua Sebastião de Mello Dias;Jaguaribe;55;1;0;Apartamento;1010;1345;06050-170;Grande SP
Travessa Carlos Antônio Sussmann;Vila Yara;140;3;3;Casa;4370;4781;06026-220;Grande SP
Rua Vitória Régia;Jardim das Flores;397;4;3;Casa;8000;8748;13401-535;Central
Rua Girassol;Vila Madalena;26;1;0;Apartamento;5500;6080;05445-030;Oeste
Rua Agostinho Navarro;Conceicao;52;2;1;Apartamento;1000;1415;06140-000;Grande SP
Rua Tonelero;Vila Ipojuca;150;2;1;Casa em condomínio;12000;13260;05051-001;Oeste
Rua Professor Nova Gomes;Vila Madalena;260;4;2;Casa;15000;15900;05448-100;Oeste
Avenida Flora;Jaguaribe;80;3;2;Apartamento;1900;2744;06053-040;Grande SP
Rua Pedro Inácio Araujo;Vila São Silvestre;239;4;2;Casa em condomínio;4100;5631;05386-370;Oeste
Rua José Antônio da Silva;Jardim Elvira;127;2;1;Casa;1200;1251;06243-170;Grande SP
Travessa Acácio João Magalhães;Bonfim;170;3;5;Casa;2750;3056;06233-170;Grande SP
Rua Purpurina;Sumarezinho;130;6;2;Casa;9060;10040;05435-030;Oeste
Rua José Muniz dos Santos;Cidade Monções;75;2;1;Apartamento;3500;4715;04571-190;Sul
Rua Engenheiro Pedro Garcin;Vila Antônio;64;2;1;Apartamento;1800;2724;05376-120;Oeste
Rua José Alves;Jardim Roberto;75;2;1;Casa;1650;1775;06170-130;Grande SP
Rua Iracema Senna Cerqueira dos Santos;Cidade Intercap;200;3;1;Casa;2500;2731;06757-270;Grande SP
Avenida Hilário Pereira de Souza;Industrial Autonomistas;83;2;2;Apartamento;7100;8369;06020-012;Grande SP
Rua Doutor Miranda de Azevedo;Pompeia;44;1;1;Apartamento;3100;3944;05027-000;Oeste
Rua Reinaldo Ceschini;Jardim Munhoz Junior;50;1;1;Casa;900;938;06246-150;Grande SP
Rua Bias Fortes;Rio Pequeno;252;4;5;Casa;5440;5805;05364-100;Oeste
Travessa Três de Outubro;São Pedro;42;2;1;Apartamento;1100;1588;06172-317;Grande SP
Avenida Hilário Pereira de Souza;Centro;77;2;1;Apartamento;3290;4179;06020-012;Grande SP
Avenida João Del Papa;I.a.p.i.;60;3;1;Apartamento;1522;2124;06236-020;Grande SP
Rua Aroaba;Vila Leopoldina;72;2;1;Apartamento;5340;6800;05315-020;Oeste
Rua Ofélia;Pinheiros;69;2;0;Apartamento;2920;4360;05423-110;Oeste
Rua Jacinto;Jardim das Flores;50;2;1;Casa;1345;1611;06112-050;Grande SP
Avenida Presidente Joao Goulart;Umuarama;50;2;1;Apartamento;2000;2718;06030-010;Grande SP
Rua Sapetuba;Butantã;37;1;0;Studio e kitnet;2720;3310;05512-000;Oeste
Rua Romualdo Gouveia de Castro;Cipava;250;5;2;Casa;2400;2752;06075-020;Grande SP
Rua Valson Lopes;Vila Butantã;25;1;0;Studio e kitnet;2500;2896;05360-020;Oeste
Avenida José Lourenço;Jaguaribe;60;2;1;Apartamento;2550;3249;06053-020;Grande SP
Rua Adolpho Bozzi;Vila Osasco;59;2;1;Apartamento;1600;2604;06086-120;Grande SP
Rua Fortunato Pulherini;Mutinga;22;1;0;Casa;871;911;06286-080;Grande SP
Rua Joana Pereira Dias;Padroeira;36;1;0;Casa;849;1010;06162-140;Grande SP
Rua Senador César Lacerda Vergueiro;Sumarezinho;70;1;1;Studio e kitnet;15000;16680;05435-010;Oeste
Avenida Jaguaribe;Jaguaribe;60;2;1;Apartamento;1490;2019;06050-020;Grande SP
Avenida Domingos Odália Filho;Centro;50;2;1;Apartamento;2050;3053;06020-012;Grande SP
Rua Pedralva;Alto de Pinheiros;160;3;3;Apartamento;5000;9709;05467-020;Oeste
Avenida Diógenes Ribeiro de Lima;Alto de Pinheiros;77;3;1;Apartamento;2500;3222;05458-000;Oeste
Rua José Teles da Conceição;Cipava;30;1;1;Studio e kitnet;1000;1038;06075-390;Grande SP
Rua Arthur Azevedo;Recanto das Rosas;300;3;2;Casa;3610;3920;06149-270;Grande SP
Rua Tomé de Souza;Lapa;460;5;6;Casa;13600;15710;05072-000;Oeste
Rua Brigadeiro Godinho dos Santos;Vila Pirituba;50;1;0;Apartamento;1150;1194;05172-180;Oeste
Rua Treze de Outubro;Novo Osasco;36;1;1;Casa;1050;1158;06053-090;Grande SP
Avenida Cásper Líbero;Vila Osasco;60;2;1;Apartamento;2300;3102;06080-070;Grande SP
Rua Joaquim Celidônio Gomes dos Reis;Jardim Sarah;220;3;2;Casa;6000;6530;05374-170;Oeste
Rua Gê Alves de Medeiros;Santa Maria;72;2;1;Casa em condomínio;2000;2085;06150-335;Grande SP
Rua Bennet;Alto de Pinheiros;400;5;6;Casa;12000;14140;05464-010;Oeste
Santa Maria, Osasco - Sp, 06150-740, Brasil;Santa Maria;125;2;1;Casa em condomínio;3100;3252;06150-740;Grande SP
Rua Doutor Alberto Seabra;Vila Madalena;314;3;5;Casa em condomínio;15000;19580;05452-070;Oeste
Rua Corinto;Vila Indiana;92;3;2;Apartamento;3300;5042;05586-060;Oeste
Rua General Newton Estilac Leal;Km 18;56;2;1;Apartamento;1700;2080;06190-160;Grande SP
Avenida Otacílio Tomanik;Vila Polopoli;27;1;0;Apartamento;2194;2678;05363-000;Oeste
Rua Savério Quadrio;Parque Ipe;44;2;1;Apartamento;1800;2169;05571-190;Oeste
Avenida Hilário Pereira de Souza;Centro;89;2;1;Apartamento;4700;5898;06020-012;Grande SP
Rua Agostinho Navarro;Conceicao;48;2;1;Apartamento;1200;1610;06140-000;Grande SP
Rua Caramboleira;Cidade das Flores;50;2;2;Apartamento;1400;1975;06184-250;Grande SP
Avenida João de Andrade;Santo Antônio;40;1;0;Casa;721;951;06132-000;Grande SP
Rua Cordilheiras;Bela Aliança;300;4;4;Casa;15000;16420;05085-000;Oeste
dos Pinheiros;Pinheiros;114;2;0;Apartamento;3500;3635;01426-001;Central
Rua Paulo Soares;Santo Antônio;80;2;0;Casa;1227;1363;06130-120;Grande SP
Rua Nazaré Paulista;Vila Madalena;104;3;1;Apartamento;5200;6975;05448-000;Oeste
Rua Joaquim Celidônio Gomes dos Reis;Jardim Sarah;35;1;0;Casa;1100;1147;05374-170;Oeste
Avenida Professor Francisco Morato;Butantã;67;2;1;Apartamento;4900;5739;05512-000;Oeste
Rua Tília;Jardim das Flores;25;1;0;Studio e kitnet;1160;1229;06120-080;Grande SP
Rua Pernambucana;Conceição;58;3;1;Apartamento;1900;2599;06140-040;Grande SP
Rua Pernambucana;Conceição;55;2;1;Apartamento;2000;2662;06140-040;Grande SP
Avenida Dona Blandina Ignez Júlio;Jaguaribe;64;2;1;Apartamento;2500;3196;06050-120;Grande SP
Rua Antônio Peres Paniágua;São Pedro;47;2;1;Apartamento;1220;1659;06186-100;Grande SP
Via Transversal Sul;Novo Osasco;64;3;1;Apartamento;1700;2299;06045-420;Grande SP
Rua Lázaro Suave;City Bussocaba;53;2;1;Apartamento;3200;3837;06040-470;Grande SP
Rua Felipe Mosca;Bela Vista;30;1;0;Casa em condomínio;504;556;06132-350;Grande SP
Rua Juan Vicente;Bandeiras;55;2;0;Apartamento;1400;1857;06160-180;Grande SP
Avenida Franz Voegeli;Continental;61;2;1;Apartamento;3600;4539;06020-190;Grande SP
Avenida José Lopez Lázaro;Presidente Altino;60;2;1;Apartamento;2000;2711;06210-030;Grande SP
Avenida José Barbosa de Siqueira;Padroeira;35;1;0;Casa;720;750;06172-006;Grande SP
Rua Doutor Alcídes da Costa Vidigal;Centro;150;2;2;Casa;4150;4499;06090-080;Grande SP
Rua Professor Luis Eulálio de Bueno Vidigal;Centro;49;2;1;Apartamento;2600;3057;06093-080;Grande SP
Rua Joana Pereira Dias;Padroeira;44;2;0;Apartamento;1110;1381;06162-140;Grande SP
Rua Macieira;Cidade das Flores;70;1;0;Casa;997;1189;06184-070;Grande SP
Rua Pelopia;City América;58;3;1;Apartamento;1500;2488;05119-120;Oeste
Rua Bernardina Gonçalves Hahne;Instituto de Previdencia;100;2;2;Casa;4500;4691;05514-090;Oeste
Rua Campo Grande;Padroeira;65;2;1;Apartamento;1800;2483;06162-220;Grande SP
Viela Maria Barcera Gamera;Jardim das Flores;80;1;0;Casa;1500;1813;06120-350;Grande SP
Rua Marina;Pestana;120;1;0;Casa;800;914;06180-090;Grande SP
dos Pinheiros;Pinheiros;72;2;1;Apartamento;11000;12260;01426-001;Central
Rua Doutor Hélio Fidélis;Cidade São Francisco;86;3;2;Apartamento;7500;8396;05351-035;Oeste
Rua Sebastião de Mello Dias;Jaguaribe;35;1;0;Apartamento;919;1132;06050-170;Grande SP
Rua Campo Grande;Padroeira;73;2;1;Apartamento;2100;2797;06162-220;Grande SP
Avenida Cásper Líbero;Vila Osasco;95;3;1;Apartamento;1850;2296;06080-070;Grande SP
Viela José Antônio Ferreira da Costa;Jardim das Flores;35;1;0;Casa;931;1108;06120-016;Grande SP
Rua Campo Grande;Padroeira;70;2;1;Apartamento;2100;2797;06162-220;Grande SP
Rua Miosótis;Jardim das Flores;320;5;4;Casa;9200;9791;06110-230;Grande SP
Rua Maestro Arturo de Angelis;Vila Comercial;91;3;2;Apartamento;4100;5346;05139-010;Oeste
Rua Campo Grande;Padroeira;65;2;0;Apartamento;1800;2483;06162-220;Grande SP
Rua Antônio Peres Paniágua;São Pedro;48;2;1;Apartamento;1500;1840;06186-100;Grande SP
Rua Arthur Eloy;Vila Yara;249;2;2;Casa;2900;3289;06026-170;Grande SP
Avenida dos Autonomistas;Vila Yara;86;2;0;Apartamento;1600;1827;06018-000;Grande SP
Rua Giovani Recordati;Parque São Domingos;146;3;4;Casa em condomínio;5200;7033;05125-010;Oeste
Rua Pereira Leite;Alto de Pinheiros;325;4;4;Casa;12000;12610;05442-000;Oeste
Rua Cerro Corá;Vila Romana;190;3;1;Apartamento;3800;5814;05061-500;Oeste
Avenida Radialista Manoel de Nóbrega;Adalgisa;360;3;3;Casa;5030;5924;06030-260;Grande SP
Rua São Paulo Antigo;Real Parque;129;3;2;Apartamento;6560;10300;05684-010;Oeste
Rua Sepetiba;Siciliano;85;2;1;Casa em condomínio;3800;4161;05052-000;Oeste
Avenida João Batista;Centro;160;2;1;Apartamento;2300;2585;06097-090;Grande SP
Rua Savério Quadrio;Parque Ipê;43;2;1;Apartamento;1680;2021;05571-190;Oeste
Rua Francisco de Carvalho Melo;Jardim Agu;144;3;0;Casa;3800;4365;06090-130;Grande SP
Rua Don Francisco Manuel Vieira;Jardim Primeiro de Maio (chacara Fazendinha);70;1;0;Casa;870;991;06147-015;Grande SP
Rua Atílio Lofredo;Padroeira;60;1;0;Casa;700;736;06154-200;Grande SP
Avenida Maestro Alfredo Belardi;Padroeira;282;4;2;Casa;3080;3366;06162-320;Grande SP
Rua Doutor Bruno Rangel Pestana;Jardim Leonor;230;3;4;Apartamento;15000;18220;05614-100;Oeste
Avenida Carlos Drummond de Andrade;Recanto das Rosas;120;2;0;Casa;1400;1600;06150-491;Grande SP
Avenida Imperatriz Leopoldina;Vila Leopoldina;100;2;2;Apartamento;10000;11700;05305-000;Oeste
Rua Camargo;Butantã;61;2;1;Apartamento;4500;5538;05578-050;Oeste
Alameda Paineira Vermelha;Adalgisa;188;4;4;Apartamento;8572;12260;06030-000;Grande SP
Rua Sarandira;Jaguaré;12;1;0;Casa;1070;1181;05333-110;Oeste
Rua Capitão Raimundo Barros Nascimento;Km 18;200;3;2;Casa;3500;3983;06192-000;Grande SP
Rua Sapetuba;Butantã;26;1;0;Apartamento;2520;2917;05512-000;Oeste
Rua Padre Luís Yeber;Vila Sao Luis(zona Oeste);150;2;1;Casa;4190;4368;05362-020;Oeste
Avenida Sarah Veloso;Veloso;56;2;1;Apartamento;1100;1620;06150-000;Grande SP
Avenida Olavo Bilac;Km 18;55;2;1;Apartamento;2550;3400;06190-150;Grande SP
Avenida Sarah Veloso;Veloso;50;1;0;Casa;830;865;06150-000;Grande SP
Rua Imperial;Santo Antônio;243;4;2;Casa;3690;4064;06130-140;Grande SP
Rua Aramanaí;Vila Madalena;295;4;3;Casa;14530;15300;05450-030;Oeste
Avenida Franz Voegeli;Continental;50;1;1;Apartamento;4840;5632;06020-190;Grande SP
Rua José Screpante;Vila Yolanda;182;4;4;Casa;2660;2897;06126-290;Grande SP
Avenida José Barbosa de Siqueira;Padroeira;56;2;1;Apartamento;900;1279;06172-006;Grande SP
Rua 8;Jardim Boa Vista (zona Oeste);46;2;1;Apartamento;1260;1858;05350-000;Oeste
Rua Adolfino de Arruda Castanho;Vila Dinorah;200;4;3;Casa;5330;5557;05379-160;Oeste
Avenida Edmundo Amaral;Piratininga;72;3;1;Apartamento;2500;3165;06230-150;Grande SP
Avenida Novo Osasco;Bussocaba;50;1;1;Casa;926;1040;06056-000;Grande SP
Passagem Francisco Gomes de Morães;Vila Yolanda;195;4;1;Casa;2130;2393;06126-170;Grande SP
Avenida Pau Brasil;Cidade das Flores;212;3;2;Casa;5810;6107;06184-010;Grande SP
Rua Lourenço Collino;Presidente Altino;70;2;1;Casa;1500;1647;06216-260;Grande SP
Rua Sousa Reis;Vila Indiana;92;3;2;Apartamento;2800;4355;05586-080;Oeste
Rua Sanazar Mardiros;Presidente Altino;48;2;1;Apartamento;3000;4029;06213-070;Grande SP
Avenida dos Autonomistas;Centro;123;3;2;Apartamento;4840;6731;06018-000;Grande SP
Rua José Ataliba Ortiz;Vila Mangalot;107;2;2;Apartamento;4090;5549;05131-000;Oeste
Rua André Spitaleti;Pestana;42;1;0;Casa;1200;1371;06122-010;Grande SP
Rua Jaú;Santo Antônio;57;2;2;Apartamento;4360;5198;06126-320;Grande SP
Rua Santa Marcela;Jardim Roberto;55;2;1;Apartamento;2000;2192;06124-110;Grande SP
Rua Padre Paulo Canelles;Vila Dalva;270;5;5;Casa;4840;5255;05386-070;Oeste
Rua Alberto Filipini;Umuarama;110;2;0;Casa;1800;1964;06030-050;Grande SP
Avenida Escola Politécnica;Rio Pequeno;121;2;2;Apartamento;4000;5488;05321-000;Oeste
Rua General Florêncio;São Pedro;52;2;1;Apartamento;1400;1920;06182-002;Grande SP
Avenida Juan Cabrerizo;Cipava;40;1;0;Studio e kitnet;900;935;06080-180;Grande SP
Rua Professor Arnaldo João Semeraro;Jardim Santa Emília;63;3;1;Apartamento;1700;2144;04183-000;Sul
Rua Padre Benedito de Camargo;Penha de França;55;2;1;Apartamento;1700;2566;03602-020;Leste
Rua Clóvis Beviláqua;Jardim Vista Alegre;45;2;1;Apartamento;950;1488;08531-000;Grande SP
Rua Paulo Célso Costa;Vila Mariana;30;1;0;Casa;600;638;08535-440;Grande SP
Rua Rio Mamanguape;Cidade Líder;40;2;0;Apartamento;950;1228;08285-120;Leste
Rua Agrimensor Sugaya;Colônia (zona Leste);46;2;1;Apartamento;1400;1737;08260-030;Leste
Rua Felice Tosi;Conjunto Habitacional Teotonio Vilela;45;2;0;Apartamento;1000;1338;03928-180;Leste
Rua Manuel Ribas;Vila Campanela;24;1;0;Apartamento;1000;1313;08220-430;Leste
Rua José da Costa de Andrade;Jardim Santa Terezinha (zona Leste);48;2;1;Apartamento;1000;1438;03572-340;Leste
Rua Bolívar Ribeiro Boaventura;Jardim Penha;35;1;0;Apartamento;1000;1038;03758-010;Leste
Rua Miguel Arcanjo de Oliveira;Parque das Paineiras;34;2;0;Apartamento;1135;1299;03694-120;Leste
Estrada do Caminho Velho;Jardim Nova Cidade;60;2;1;Apartamento;1500;1808;07243-550;Grande SP
Avenida Aricanduva;Vila California;50;2;1;Apartamento;1350;1902;03930-110;Leste
Rua Miguel Rachid;Vila Paranagua;60;2;0;Apartamento;1550;1690;03808-130;Leste
Rua Benedito Coelho Netto;Itaquera;80;2;1;Casa;1450;1621;08295-010;Leste
Rua Adolfo Lima Barros;Cidade Líder;40;1;0;Casa;1000;1116;08280-690;Leste
Rua Manuel Ribas;Vila Campanela;24;1;0;Studio e kitnet;800;1231;08220-430;Leste
Rua Varzelândia;Jardim Pedro José Nunes;90;2;0;Casa;1300;1355;08061-320;Leste
